# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 12 01:24:12 2021
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 2685 b,HD 2685,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JONES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..16J/abstract target=ref>Jones et al. 2019</a>,4.12688000,0.00005000,-0.00004000,0,0.056800,0.000600,-0.000600,0,16.141,0.560,-0.560,0,1.440,0.050,-0.050,0,371.86110,38.13960,-38.13960,0,1.17000,0.12000,-0.12000,0,Mass,0.091000,0.039000,-0.047000,0,,,,,2061,28,-28,0,0,<a refstr=JONES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..16J/abstract target=ref>Jones et al. 2019</a>,,6801.00,76.00,-76.00,0,1.56,0.05,-0.05,0,1.43,0.05,-0.04,0,0.020,0.060,-0.060,0,[Fe/H],4.21,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m18.94s,7.3289156,-76d18m14.52s,-76.3040320,196.8520000,0.7770000,-0.7710000,9.5950000,0.0030000,-0.0030000,8.5950000,0.0190000,-0.0190000,9.5202500,0.0003180,-0.0003180,2019-10-18,2019-05,2019-10-24
HD 332231 b,HD 332231,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DALBA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..241D/abstract target=ref>Dalba et al. 2020</a>,18.71204000,0.00043000,-0.00043000,0,0.143600,0.003200,-0.003300,0,9.718,0.303,-0.280,0,0.867,0.027,-0.025,0,77.55052,6.67443,-6.67443,0,0.24400,0.02100,-0.02100,0,Mass,0.032000,0.030000,-0.022000,0,98.09,8.08,-7.20,0,876,17,-17,0,0,<a refstr=DALBA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..241D/abstract target=ref>Dalba et al. 2020</a>,F8,6089.00,97.00,-96.00,0,1.28,0.04,-0.04,0,1.13,0.08,-0.08,0,0.036,0.059,-0.058,0,[Fe/H],4.28,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h26m57.87s,306.7411340,+33d44m39.80s,33.7443882,80.6665000,0.1917000,-0.1908000,8.5580000,0.0020000,-0.0020000,7.2420000,0.0200000,-0.0200000,8.4183900,0.0002130,-0.0002130,2020-05-15,2020-05,2020-05-21
HD 5278 b,HD 5278,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,14.33915600,0.00004900,-0.00004700,0,0.120200,0.001300,-0.001300,0,2.450,0.050,-0.050,0,0.219,0.004,-0.004,0,7.80000,1.50000,-1.40000,0,0.02454,0.00472,-0.00440,0,Mass,0.080000,0.090000,-0.050000,0,132.00,5.00,-5.00,0,943,13,-13,0,0,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,F V,6203.00,64.00,-64.00,0,1.19,0.02,-0.02,0,1.13,0.04,-0.04,0,-0.120,0.040,-0.040,0,[Fe/H],4.50,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h50m11.23s,12.5467785,-83d44m37.56s,-83.7437671,57.5846000,0.0947000,-0.0943000,7.9400000,0.0300000,-0.0300000,6.6050000,0.0270000,-0.0270000,7.8037500,0.0002700,-0.0002700,2021-04-23,2021-04,2021-04-23
HD 63433 b,HD 63433,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500047M/abstract target=ref>Mann et al. 2020</a>,7.10793000,0.00040000,-0.00034000,0,0.071900,0.003100,-0.004400,0,2.150,0.100,-0.100,0,0.192,0.009,-0.009,0,,,,,,,,,,0.000000,,,0,,,,,,,,,0,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500047M/abstract target=ref>Mann et al. 2020</a>,,5640.00,74.00,-74.00,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035000,0.0225000,-0.0225000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2020-09-17,2020-04,2020-09-24
HD 63433 c,HD 63433,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500047M/abstract target=ref>Mann et al. 2020</a>,20.54530000,0.00120000,-0.00130000,0,0.145800,0.006200,-0.010100,0,2.670,0.120,-0.120,0,0.238,0.011,-0.011,0,,,,,,,,,,0.000000,,,0,,,,,,,,,0,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500047M/abstract target=ref>Mann et al. 2020</a>,,5640.00,74.00,-74.00,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035000,0.0225000,-0.0225000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2020-09-17,2020-04,2020-09-24
HD 86226 c,HD 86226,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TESKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200713927T/abstract target=ref>Teske et al. 2020</a>,3.98442000,0.00018000,-0.00018000,0,0.049000,0.001000,-0.001000,0,2.160,0.080,-0.080,0,0.193,0.007,-0.007,0,7.25000,1.19000,-1.12000,0,0.02281,0.00374,-0.00352,0,Mass,0.075000,0.065000,-0.048000,0,,,,,1311,28,-28,0,0,<a refstr=TESKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200713927T/abstract target=ref>Teske et al. 2020</a>,G1 V,5863.00,88.00,-88.00,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,0.018,0.057,-0.043,0,[Fe/H],4.40,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h56m29.64s,149.1235154,-24d05m57.07s,-24.0991859,45.6830000,0.1053000,-0.1048000,7.9300000,0.0300000,-0.0300000,6.4630000,0.0230000,-0.0230000,7.7713000,0.0004620,-0.0004620,2020-08-06,2020-07,2020-08-13
HIP 65 A b,HIP 65 A,1,2,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200305932N/abstract target=ref>Nielsen et al. 2020</a>,0.98097340,0.00000310,-0.00000310,0,0.017820,0.000200,-0.000210,0,22.754,6.837,-5.492,0,2.030,0.610,-0.490,0,1021.18779,24.79074,-24.79074,0,3.21300,0.07800,-0.07800,0,Mass,0.000000,,,0,661.00,28.00,-29.00,0,1411,15,-15,0,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200305932N/abstract target=ref>Nielsen et al. 2020</a>,K4 V,4590.00,49.00,-49.00,0,0.72,0.01,-0.01,0,0.78,0.03,-0.03,0,0.180,0.080,-0.080,0,[Fe/H],4.61,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h00m44.55s,0.1856063,-54d49m50.96s,-54.8308228,61.7856000,0.0806000,-0.0804000,11.0000000,0.0300000,-0.0300000,8.2900000,0.0250000,-0.0250000,10.5895000,0.0004460,-0.0004460,2020-07-17,2020-03,2020-07-23
HIP 67522 b,HIP 67522,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RIZZUTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...33R/abstract target=ref>Rizzuto et al. 2020</a>,6.95950300,0.00001600,-0.00001500,0,,,,,10.070,0.470,-0.470,0,0.898,0.042,-0.042,0,,,,,,,,,,0.059000,0.193000,-0.046000,0,,,,,1174,21,-20,0,0,<a refstr=RIZZUTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...33R/abstract target=ref>Rizzuto et al. 2020</a>,,5675.00,75.00,-75.00,0,1.38,0.06,-0.06,0,1.22,0.05,-0.05,0,0.000,,,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m06.24s,207.5260010,-40d50m09.23s,-40.8358961,127.2800000,1.1050000,-1.0870000,9.7900000,0.0300000,-0.0300000,8.1640000,0.0260000,-0.0260000,9.6326100,0.0022830,-0.0022830,2020-07-17,2020-07,2020-07-23
HR 858 b,HR 858,1,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,3.58599000,0.00015000,-0.00015000,0,0.048000,0.001000,-0.001100,0,2.085,0.068,-0.064,0,0.186,0.006,-0.006,0,,,,,,,,,,0.300000,,,1,989.70,62.50,-55.80,0,1572,22,-19,0,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,,6201.00,50.00,-50.00,0,1.31,0.02,-0.02,0,1.15,0.07,-0.08,0,-0.140,0.080,-0.080,0,[Fe/H],4.26,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.9640000,0.0722000,-0.0720000,6.3800000,0.0300000,-0.0300000,5.1490000,0.0200000,-0.0200000,6.2527600,0.0004263,-0.0004263,2019-07-19,2019-08,2019-07-25
HR 858 c,HR 858,1,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,5.97293000,0.00060000,-0.00053000,0,0.067400,0.001400,-0.001600,0,1.939,0.069,-0.069,0,0.173,0.006,-0.006,0,,,,,,,,,,0.190000,,,1,512.00,29.00,-26.00,0,1326,18,-16,0,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,,6201.00,50.00,-50.00,0,1.31,0.02,-0.02,0,1.15,0.07,-0.08,0,-0.140,0.080,-0.080,0,[Fe/H],4.26,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.9640000,0.0722000,-0.0720000,6.3800000,0.0300000,-0.0300000,5.1490000,0.0200000,-0.0200000,6.2527600,0.0004263,-0.0004263,2019-07-19,2019-08,2019-07-25
HR 858 d,HR 858,1,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,11.23000000,0.00110000,-0.00100000,0,0.102700,0.002200,-0.002500,0,2.164,0.086,-0.083,0,0.193,0.008,-0.007,0,,,,,,,,,,0.280000,,,1,217.00,13.00,-12.00,0,1075,15,-13,0,0,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,,6201.00,50.00,-50.00,0,1.31,0.02,-0.02,0,1.15,0.07,-0.08,0,-0.140,0.080,-0.080,0,[Fe/H],4.26,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.9640000,0.0722000,-0.0720000,6.3800000,0.0300000,-0.0300000,5.1490000,0.0200000,-0.0200000,6.2527600,0.0004263,-0.0004263,2019-07-19,2019-08,2019-07-25
L 168-9 b,L 168-9,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..58A/abstract target=ref>Astudillo-Defru et al. 2020</a>,1.40150000,0.00018000,-0.00018000,0,0.020910,0.000240,-0.000240,0,1.390,0.090,-0.090,0,0.124,0.008,-0.008,0,4.60000,0.56000,-0.56000,0,0.01447,0.00176,-0.00176,0,Mass,0.210000,,,1,,,,,965,20,-20,0,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..58A/abstract target=ref>Astudillo-Defru et al. 2020</a>,M1 V,3800.00,70.00,-70.00,0,0.60,0.02,-0.02,0,0.62,0.03,-0.03,0,0.040,0.170,-0.170,0,[Fe/H],4.04,0.49,-0.49,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h20m06.86s,350.0285917,-60d03m56.63s,-60.0657292,25.1496000,0.0239000,-0.0239000,11.0050000,0.0180000,-0.0180000,7.0820000,0.0310000,-0.0310000,10.2316000,0.0008390,-0.0008390,2020-02-06,2020-04,2020-02-13
L 98-59 b,L 98-59,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,2.25310000,0.00040000,-0.00040000,0,0.022820,0.000080,-0.000080,0,0.800,0.050,-0.050,0,0.071,0.004,-0.004,0,1.01000,,,1,0.00318,,,1,Mass,0.120000,,,1,,,,,610,13,-13,0,0,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,M3 V,3412.00,49.00,-49.00,0,0.31,0.01,-0.01,0,0.31,0.03,-0.03,0,-0.500,0.500,-0.500,0,[Fe/H],4.94,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,0.0032000,-0.0032000,11.6850000,0.0170000,-0.0170000,7.1010000,0.0180000,-0.0180000,10.5976000,0.0007650,-0.0007650,2020-04-10,2019-09,2020-04-16
L 98-59 c,L 98-59,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,3.69040000,0.00030000,-0.00030000,0,0.031700,0.000100,-0.000100,0,1.350,0.070,-0.070,0,0.120,0.006,-0.006,0,2.42000,0.35000,-0.34000,0,0.00761,0.00110,-0.00107,0,Mass,0.070000,,,1,,,,,517,11,-11,0,0,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,M3 V,3412.00,49.00,-49.00,0,0.31,0.01,-0.01,0,0.31,0.03,-0.03,0,-0.500,0.500,-0.500,0,[Fe/H],4.94,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,0.0032000,-0.0032000,11.6850000,0.0170000,-0.0170000,7.1010000,0.0180000,-0.0180000,10.5976000,0.0007650,-0.0007650,2020-04-10,2019-09,2020-04-16
L 98-59 d,L 98-59,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,7.45120000,0.00070000,-0.00070000,0,0.050600,0.000200,-0.000200,0,1.570,0.140,-0.140,0,0.140,0.012,-0.012,0,2.31000,0.46000,-0.45000,0,0.00727,0.00145,-0.00142,0,Mass,0.090000,,,1,,,,,409,8,-8,0,0,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,M3 V,3412.00,49.00,-49.00,0,0.31,0.01,-0.01,0,0.31,0.03,-0.03,0,-0.500,0.500,-0.500,0,[Fe/H],4.94,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194000,0.0032000,-0.0032000,11.6850000,0.0170000,-0.0170000,7.1010000,0.0180000,-0.0180000,10.5976000,0.0007650,-0.0007650,2020-04-10,2019-09,2020-04-16
LHS 1478 b,LHS 1478,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210211640S/abstract target=ref>Soto et al. 2021</a>,1.94953780,0.00000400,-0.00000410,0,0.018480,0.000610,-0.000630,0,1.242,0.051,-0.049,0,0.111,0.005,-0.004,0,2.33000,0.20000,-0.20000,0,0.00733,0.00063,-0.00063,0,Mass,,,,,,,,,595,10,-10,0,0,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210211640S/abstract target=ref>Soto et al. 2021</a>,m3 V,3381.00,54.00,-54.00,0,0.25,0.01,-0.01,0,0.24,0.01,-0.01,0,-0.130,0.190,-0.190,0,[Fe/H],4.87,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m21.33s,44.3388743,+76d33m05.06s,76.5514045,18.2276000,0.0110000,-0.0110000,13.3040000,0.0400000,-0.0400000,8.7670000,0.0220000,-0.0220000,12.2598000,0.0002770,-0.0002770,2021-04-23,2021-02,2021-04-23
